%DAWG J2 VIIRS RSR Release V1 Band M15
%Based upon VCST August 7, 2018 RSR Analysis                                                                                                                                           
%Using J2 VIIRS FP-15,-16 RSR Measurements at Raytheon El Segundo, May - October 2017            
%Detector numbering given in "Sensor" order (1st detector in along track direction is assigned #1)
%Bnd    det    SS         wvl_nm             RSR              SNR     SNR_Thresh  QF      UAID                              
M15      2     0      3485.0250000       -0.0000040       -0.0336644     0.140     1     4402817
M15      2     0      3550.0000000        0.0000119        0.0353284     0.140     1     4402817
M15      2     0      3615.0800000        0.0000302        0.0135930     0.140     1     4402817
M15      2     0      3679.9850000       -0.0000036        0.0650097     0.140     1     4402817
M15      2     0      3744.9250000       -0.0000405       -0.0136770     0.140     1     4402817
M15      2     0      3809.9350000        0.0000026        0.0226113     0.140     1     4402817
M15      2     0      3875.0200000       -0.0000074        0.0239924     0.140     1     4402817
M15      2     0      3940.0000000       -0.0000018        0.0482760     0.140     1     4402817
M15      2     0      4004.9900000        0.0000120        0.0501862     0.140     1     4402817
M15      2     0      4070.0500000        0.0000167        0.0214655     0.140     1     4402817
M15      2     0      4135.0600000       -0.0000451        0.0207782     0.140     1     4402817
M15      2     0      4199.9400000        0.0000167        0.0469593     0.140     1     4402817
M15      2     0      4265.0000000        0.0000138        0.0004162     0.140     1     4402817
M15      2     0      4329.9950000       -0.0000003        0.0399517     0.140     1     4402817
M15      2     0      4395.0000000        0.0000283        0.0390244     0.140     1     4402817
M15      2     0      4459.9250000        0.0000206        0.0195070     0.140     1     4402817
M15      2     0      4525.0350000       -0.0000001       -0.0201411     0.140     1     4402817
M15      2     0      4590.0050000        0.0000175        0.0018987     0.140     1     4402817
M15      2     0      4655.0500000        0.0000662       -0.0024468     0.140     1     4402817
M15      2     0      4720.0000000        0.0000110        0.0427892     0.140     1     4402817
M15      2     0      4785.0500000        0.0000258        0.0055015     0.140     1     4402817
M15      2     0      4849.9600000        0.0000232       -0.0014672     0.140     1     4402817
M15      2     0      4915.0350000       -0.0000004        0.0317417     0.140     1     4402817
M15      2     0      4979.9950000        0.0000178        0.0416682     0.140     1     4402817
M15      2     0      5044.9850000       -0.0000011       -0.0316396     0.140     1     4402817
M15      2     0      5109.9900000        0.0000058       -0.0064774     0.140     1     4402817
M15      2     0      5174.9950000        0.0000182       -0.0020369     0.140     1     4402817
M15      2     0      5240.0550000        0.0000143        0.0376248     0.140     1     4402817
M15      2     0      5305.0200000        0.0000034        0.0445292     0.140     1     4402817
M15      2     0      5370.0550000        0.0000214        0.0411284     0.140     1     4402817
M15      2     0      5434.9650000        0.0000172        0.0470607     0.140     1     4402817
M15      2     0      5447.9800000        0.0000038        0.0254900     0.140     1     4402818
M15      2     0      5512.9200000        0.0000013        0.0292500     0.140     1     4402818
M15      2     0      5577.9650000        0.0000074        0.0724238     0.140     1     4402818
M15      2     0      5642.9600000        0.0000164        0.0270664     0.140     1     4402818
M15      2     0      5708.0850000        0.0000217        0.0406524     0.140     1     4402818
M15      2     0      5773.0150000        0.0000122        0.0308176     0.140     1     4402818
M15      2     0      5837.9650000        0.0000197       -0.0089440     0.140     1     4402818
M15      2     0      5903.0000000        0.0000018        0.0076415     0.140     1     4402818
M15      2     0      5968.0700000       -0.0000051       -0.0494186     0.140     1     4402818
M15      2     0      6033.0450000        0.0000224       -0.0313497     0.140     1     4402818
M15      2     0      6098.0100000        0.0000070        0.0074089     0.140     1     4402818
M15      2     0      6162.9850000        0.0000187        0.0030323     0.140     1     4402818
M15      2     0      6228.0450000        0.0000054       -0.0388745     0.140     1     4402818
